Title,Publication Number,Status,Country,File Year,Grant Year,Priority Year,Publication Year,Expiration Year,Ultimate Parent,Normalized Assignee,origin,fixed,floating,gravity-based,jacket,monopile,tripod,tripile,suction bucket,tlp,spar,semi-submersible,Region
"Post guiding device for ramming offshore windmill foundation, has nozzle assembly of blowing device, which can be lowered from upper standby position underneath frame into operating position at benthic division, is attached at frame",DE102004043128,Expired,DE,2004.0,,2004.0,2006.0,2015.0,Menck Fenster Gmbh,Menck Gmbh,True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Wind mill transportation and establishment device for offshore-wind energy plant, has retaining structure adjustable between transport and operating positions to increase center of gravity of poles relative to platform in transport position",DE102004043505,Expired,DE,2004.0,,2004.0,2006.0,2011.0,Maierform Sa,Maierform Sa,True,True,False,False,True,False,True,False,False,False,False,False,Europe
Wind turbine with a generator cooling,DE102004046700,Expired,DE,2004.0,2006.0,2004.0,2006.0,2006.0,Enercon Gmbh,Wobben Aloys,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Combined wind-powered power supply unit and sea water desalination plant for remote island dwelling,DE102004051551,Expired,DE,2004.0,,2004.0,2006.0,2007.0,"Hehenberger, Helmuth","Hehenberger, Helmuth",True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Offshore-wind turbine foundation, has tower stabilized in its position by cable wirings and joint provided as connection between tower pedestal/tower lower side and bearing pole and allowing slight tilting movements of foundation supports",DE102005003972,Expired,DE,2005.0,,2005.0,2006.0,2009.0,Ed. Zueblin Ag,Ed. Zueblin Ag,True,True,False,True,False,False,True,False,False,False,False,False,Europe
"Surface foundation, preferably dissolved, for offshore wind turbines",DE102005006988,Expired,DE,2005.0,,2005.0,2006.0,2007.0,Ed. Zueblin Ag,Ed. Zueblin Ag,True,True,False,True,False,False,False,False,False,False,False,False,Europe
"Self-climbing structure, for inspection and maintenance and repair at smooth masts, has a platform frame and a climbing frame with alternating movements between them to climb up the mast",DE102005053782,Expired,DE,2005.0,2007.0,2004.0,2006.0,2007.0,Ebf Dresden Gmbh Forschung,Ebf Dresden Gmbh Forschung,False,True,False,False,True,False,False,False,False,False,False,False,Europe
"Production of finished units e.g. for off-shore wind energy plants, has height adjustable platform provided over water with which units are directly lowered into water for floating or lowered to shipping height of ship",DE102006013638,Expired,DE,2006.0,,2005.0,2006.0,2017.0,Strabag Se,Strabag Offshore Wind Gmbh,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind power unit especially for offshore operation has auxiliary generator to supply a user when vane is in rolling position or in emergency,DE202004009071,Expired,DE,2004.0,2004.0,2004.0,2004.0,2010.0,Nordex Se,Nordex Energy Gmbh,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Offshore wind-park power transmission cable system especially for transferring power to mains network, uses tensile connection elements for providing completely closed tubular body",DE202004010765,Expired,DE,2004.0,2005.0,2004.0,2005.0,2011.0,La Motte,La Motte,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Foundation platform for offshore wind turbine in sea depths of 30 to 50 metres,DE202004020720,Expired,DE,2004.0,2006.0,2004.0,2006.0,2014.0,Bard Holding Gmbh,Bard Holding Gmbh,True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Foundation e.g. for offshore wind energy plant has cross tubes, rim tubes and head struts, which are clamped between stop surfaces on base joint elements, head joint elements and shaft foot joint elements",DE202005003425,Expired,DE,2005.0,2006.0,2005.0,2006.0,2015.0,"Funke, Guenter, Dipl.-ing. (fh), 7042 Aidlingen, De","Funke, Guenter, Dipl.-ing. (fh), 7042 Aidlingen, De",True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Zero-emission-power plant for combustion of fossil fuel to extract carbon dioxide, has pipeline to transport carbon dioxide into ravine, where carbon dioxide is deposited in specific water depth and power plant is in form of floating island",DE202006002444,Expired,DE,2006.0,2006.0,2006.0,2006.0,2009.0,Kusan Kristian,Kusan Kristian,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Baerestel for vindmoellegeneratorer,DK70480,Expired,DK,1980.0,,1979.0,1980.0,1985.0,Gilchrist Timothy M,Timothy Michael Gilchrist,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Installations for the extraction of wind / wave energy on the high seas,DK76694,Expired,DK,1994.0,1999.0,1994.0,1995.0,1999.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Holder for a rotor blade or a rotor blade,DK150022,Expired,DK,1979.0,1987.0,1978.0,1987.0,1988.0,United Technologies Corporation,United Technologies Corporation,False,True,True,False,False,False,False,False,False,False,True,False,Europe
Installations for the extraction of wind / wave energy on the high seas,DK173018,Expired,DK,1994.0,1999.0,1994.0,1999.0,2014.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind and wave energy systems,DK174156,Expired,DK,2000.0,2002.0,2000.0,2002.0,2012.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Vessel is for transporting windmill to offshore windmill park and involves windmill with base divided into at least three ballast tanks and at discharge point vessel,DK175261,Expired,DK,2003.0,2004.0,2003.0,2004.0,2019.0,Logima Vsvend Erik Hansen,Logima Vsvend Erik Hansen,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind turbine with ice fighting device,DK176133,Expired,DK,2004.0,2006.0,2004.0,2006.0,2012.0,Millskill Ltd.,Lm Glasfiber As,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Mounting of the guard device vindturbindblad,DK370079,Expired,DK,1979.0,1987.0,1978.0,1980.0,1987.0,Technologies Corporation,Technologies Corporation,False,True,True,False,False,False,False,False,False,False,True,False,Europe
Wind indicator,DK0813066,Expired,DK,1997.0,2003.0,1996.0,2003.0,2017.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Process for managing an offshore wind power plant,DK1013925,Expired,DK,1999.0,2004.0,1998.0,2004.0,2019.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
"Procedure for installing offshore wind turbines, foundations for wind turbines and using such a foundation",DK1058787,Expired,DK,1999.0,2006.0,1998.0,2006.0,2019.0,Bonus Electrical Group Ltd.,Bonus Energy As,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Procedure and vessel for installation of offshore wind turbines,DK1101935,Active,DK,2000.0,2004.0,1999.0,2004.0,2020.0,Bonus Electrical Group Ltd.,Bonus Energy As,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind turbines,DK1134410,Expired,DK,2000.0,2005.0,2000.0,2005.0,2020.0,General Electric Company,General Electric Company,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Device for preventing the ingress of corrosive salt particles into an off-shore wind power plant,DK1141544,Expired,DK,1999.0,2003.0,1998.0,2003.0,2019.0,Aerodyn Eng Gmbh,Aerodyn Engineering Ges Mbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Method of laying electrical cables from a first offshore wind power plant to a second offshore wind power plant,DK1145397,Expired,DK,1999.0,2002.0,1998.0,2002.0,2019.0,Aerodyn Eng Gmbh,Aerodyn Engineering Ges Mbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind turbines,DK1169570,Expired,DK,2000.0,2005.0,1999.0,2005.0,2020.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind turbine with liquid cooling,DK1185790,Expired,DK,2000.0,2005.0,2000.0,2005.0,2020.0,Vestas Wind Systems A/s,Neg Micon A/s,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind energy system with closed cooling circuit,DK1200733,Expired,DK,2000.0,2004.0,1999.0,2004.0,2020.0,Enercon Gmbh,Wobben Aloys,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Attenuation of oscillations in wind turbines,DK1203155,Active,DK,2000.0,2005.0,1999.0,2005.0,2020.0,Vestas Wind Systems A/s,Neg Micon A/s,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Procedure for operating offshore wind power plants in dependence on the tower's own frequency,DK1269015,Active,DK,2001.0,2005.0,2000.0,2005.0,2021.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Vortex flow and resistance reduction,DK1287262,Active,DK,2001.0,2006.0,2000.0,2006.0,2021.0,Imperial Innovations Group Plc,Imperial Innovations Group Plc,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Vindmöllepark,DK1328429,Active,DK,2001.0,2006.0,2000.0,2006.0,2021.0,Enercon Gmbh,Wobben Aloys,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Transport device for gondola units for offshore wind turbines and methods thereof,DK1384883,Active,DK,2002.0,2006.0,2002.0,2006.0,2022.0,,,False,True,False,False,False,False,False,False,False,False,False,False,Europe
"Carrier structure for marine technology, especially for an offshore wind energy installation and a method for providing such a carrier structure",DK1399631,Active,DK,2002.0,2005.0,2002.0,2005.0,2022.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Anemometer / wind vane,DK9600195,Expired,DK,1996.0,1996.0,1996.0,1996.0,2000.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Foundations and tower for offshore wind turbines,DK9800234,Expired,DK,1998.0,,1998.0,1999.0,2001.0,Ib Andersen Industri A/s,Ib Andersen Industri A/s,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind and wave energy systems,DK200000550,Expired,DK,2000.0,2002.0,2000.0,2001.0,2002.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
"A wind turbine transport vessel, methods for moving a wind turbine and a wind turbine for an offshore wind farm",DK200300515,Expired,DK,2003.0,2004.0,2003.0,2003.0,2004.0,Hansen Maritime Agency,Hansen Maritime Agency,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind turbine with ice fighting device,DK200401968,Expired,DK,2004.0,2006.0,2004.0,2006.0,2006.0,Millskill Ltd.,Lm Glasfiber As,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Cable winding machine for sea-fishing use.,ES140436,Expired,ES,1968.0,1969.0,1968.0,1969.0,1978.0,"Astilleros Luzuriaga, S. A.","Astilleros Luzuriaga, S. A.",True,False,False,False,False,False,False,False,False,False,False,False,Europe
Improved submersible pump.,ES190816,Expired,ES,1973.0,1974.0,1973.0,1974.0,1983.0,Iparraguirre Michelena,Iparraguirre Michelena,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Automatic colling and winding machine of the cape of palangres in the own beacon.,ES291141,Expired,ES,1985.0,1986.0,1985.0,1986.0,1995.0,Rivademar Parada Jose,Rivademar Parada Jose,False,False,False,False,False,False,False,False,False,False,False,False,Europe
An apparatus for controlling an advancing yarn strand.,ES338417,Expired,ES,1967.0,1968.0,1966.0,1968.0,1987.0,Leesona Corp,Leesona Corporation,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Floating platform to obtain wind electrical energy,ES1054788,Expired,ES,2002.0,2003.0,2002.0,2003.0,2010.0,,,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Energy generation device.,ES1061832,Expired,ES,2006.0,2006.0,2006.0,2006.0,2010.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
System for evaporation of water in reservoirs by means of wind power,ES2024097,Expired,ES,1990.0,1992.0,1990.0,1992.0,2000.0,Corral Rodriguez Jesus,Corral Rodriguez Jesus,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"A craft, a pallet wheel to drive a craft on water, a floating collection device and a collector of the type which includes a calves medium which is turned around its longitudinal axle to roll plants around.",ES2026550,Expired,ES,1987.0,1992.0,1986.0,1992.0,2007.0,,,False,True,False,False,False,False,False,False,False,False,False,False,Europe
"Machines that move, partially or completely, by means of wind energy and wind motors. (machine-translation by google translate, not legally binding)",ES2160538,Expired,ES,2000.0,2002.0,2000.0,2001.0,2002.0,,,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Autopropulated automotive desalination plant assisted by renewable energies.,ES2165824,Expired,ES,2000.0,2003.0,2000.0,2003.0,2005.0,"Dyta, Energia Y Medio Ambiente, S.a.l.","Dyta, Energia Y Medio Ambiente, S.a.l.",True,False,True,False,False,False,False,False,False,False,False,False,Europe
Aerogenerator with closed refrigeration circuit.,ES2204573,Expired,ES,2000.0,2004.0,1999.0,2004.0,2020.0,Enercon Gmbh,Wobben Aloys,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Procedure for the operation of a wind power station in alta mar.,ES2214801,Expired,ES,1999.0,2004.0,1998.0,2004.0,2019.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Marine wind turbine with liquid refrigeration.,ES2231183,Expired,ES,2000.0,2005.0,1999.0,2005.0,2020.0,Vestas Wind Systems A/s,Neg Micon A/s,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Floating aerogenerator in the water.,ES2232285,Expired,ES,2003.0,2006.0,2003.0,2006.0,2018.0,"Servicios De Ingenieria Y Montaje Alen, S.l.","Servicios De Ingenieria Y Montaje Alen, S.l.",True,False,True,False,False,False,False,False,False,False,False,False,Europe
Amortiguation of swings in wind turbines.,ES2233387,Active,ES,2000.0,2005.0,1999.0,2005.0,2020.0,Vestas Wind Systems A/s,Neg Micon As,False,True,False,False,False,False,False,False,False,False,False,False,Europe
A conversion facility wind energy.,ES8103285,Expired,ES,1980.0,,1979.0,1981.0,2000.0,Gilchrist Timothy M,Timothy Michael Gilchrist,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Method and device for joining two ends of yarn, particularly textile machines",ES8201930,Expired,ES,1980.0,,1979.0,1982.0,2000.0,Fomento Inversiones Ind,Fomento Inversiones Ind,False,True,False,False,False,False,False,False,False,False,False,False,Europe
